temperature,humidity,motion,gas,aqi,risk
19.01,39.29,0,84.36,19.53,Safe
30.86,32.31,0,616.51,469.98,Danger
28.24,98.21,0,294.54,236.41,Danger
37.06,76.02,0,254.2,214.95,Danger
21.9,87.04,0,111.04,99.24,Safe
30.82,19.03,0,411.52,291.18,Danger
35.12,4.14,0,442.94,388.42,Danger
28.21,11.62,0,114.07,102.7,Safe
20.85,68.5,0,104.78,65.64,Safe
10.93,91.15,0,492.41,396.26,Danger
18.9,42.53,0,425.32,347.26,Warning
13.12,5.49,0,109.28,79.18,Safe
41.01,81.75,1,289.57,237.93,Danger
21.32,24.01,0,26.82,12.41,Safe
40.05,5.49,1,185.79,150.1,Warning
31.56,18.91,1,310.54,267.73,Warning
31.15,10.46,0,79.62,53.66,Safe
41.35,60.45,0,146.2,89.03,Warning
42.91,97.05,0,255.95,186.57,Danger
22.45,81.74,0,329.28,254.54,Danger
33.83,3.16,0,544.02,474.1,Danger
16.19,46.1,0,296.41,226.52,Warning
35.96,54.67,0,347.42,238.08,Danger
14.85,37.49,0,445.46,409.03,Warning
26.68,34.05,1,159.09,80.76,Safe
10.24,49.92,0,489.66,371.76,Warning
11.26,81.26,0,512.58,381.46,Danger
11.47,78.35,0,277.32,237.64,Danger
28.49,6.42,0,166.41,133.9,Warning
13.27,71.85,1,577.15,442.2,Warning
21.75,80.31,1,524.55,426.81,Danger
43.0,71.91,0,389.5,276.19,Danger
36.74,93.33,1,494.76,384.27,Danger
32.97,63.23,0,259.4,182.34,Danger
16.74,71.49,0,215.82,175.05,Warning
43.26,25.69,1,411.41,326.45,Danger
44.51,49.17,0,354.38,269.39,Danger
42.69,15.42,1,301.6,247.97,Danger
23.59,3.44,0,129.95,118.74,Safe
15.49,47.98,0,331.86,259.3,Warning
13.14,59.81,0,102.81,80.08,Safe
30.46,30.53,0,418.77,340.63,Danger
36.52,85.28,0,126.56,56.19,Warning
23.92,24.99,0,134.12,81.42,Safe
44.22,32.05,0,29.8,14.07,Warning
18.69,8.36,0,112.89,71.32,Safe
13.6,27.8,1,355.73,303.95,Warning
31.0,88.95,0,107.15,49.86,Warning
43.34,40.15,0,45.87,1.72,Warning
41.24,25.53,0,522.25,403.49,Danger
40.73,46.28,0,214.31,179.37,Danger
38.66,3.03,0,83.52,19.39,Warning
43.8,76.95,0,472.57,386.31,Danger
23.45,98.44,0,401.18,306.98,Danger
11.96,69.2,0,369.72,313.74,Danger
20.33,66.19,0,409.56,328.87,Danger
40.57,78.61,0,64.46,52.92,Warning
28.94,68.47,0,206.51,162.84,Warning
28.63,55.41,0,291.53,239.85,Warning
43.34,0.15,1,605.66,498.69,Danger
24.47,40.93,1,289.19,229.38,Warning
16.81,9.98,0,360.8,302.82,Warning
12.0,34.03,0,436.84,358.21,Warning
38.97,46.13,0,244.83,211.23,Danger
29.36,53.48,1,434.23,370.63,Warning
31.18,44.9,0,246.33,209.43,Danger
12.94,84.27,0,472.21,345.02,Danger
18.63,46.19,0,157.13,114.59,Warning
14.98,82.99,1,318.32,225.85,Danger
34.27,32.49,0,116.38,68.6,Safe
14.45,71.12,1,72.08,64.69,Safe
19.19,55.66,1,223.18,180.48,Warning
44.26,26.87,0,354.73,294.19,Danger
26.9,3.1,0,563.03,471.22,Warning
19.49,39.23,1,3.67,15.05,Safe
13.46,92.07,1,486.42,400.95,Danger
15.3,41.17,1,369.98,343.28,Warning
10.84,40.34,0,486.9,399.26,Warning
34.37,13.73,0,407.99,307.84,Danger
23.87,47.42,1,184.59,143.3,Safe
33.88,83.42,0,272.07,232.46,Danger
18.46,57.02,0,26.82,49.55,Safe
15.67,81.38,0,520.53,404.34,Danger
43.73,97.05,0,312.71,226.42,Danger
18.8,55.58,1,248.71,155.8,Warning
21.12,60.51,1,562.88,471.7,Warning
14.29,64.43,0,625.54,471.29,Warning
18.37,73.46,0,572.98,476.29,Danger
39.75,50.31,0,323.9,253.61,Danger
17.79,32.54,1,121.0,110.09,Safe
10.64,67.4,1,55.92,9.44,Safe
11.71,15.17,0,94.46,70.39,Safe
31.3,69.37,1,27.28,19.39,Safe
18.47,14.36,0,275.87,214.62,Warning
24.26,62.7,0,534.43,395.92,Warning
23.65,57.79,0,148.02,97.83,Safe
34.4,78.7,0,355.91,248.09,Danger
42.06,2.38,1,431.59,360.65,Danger
19.5,18.41,0,151.33,80.0,Safe
31.06,40.86,0,34.78,60.43,Safe
33.97,25.73,1,517.2,410.8,Warning
20.55,23.0,0,458.34,386.21,Warning
26.1,71.07,0,377.11,270.75,Danger
12.54,45.83,1,566.13,499.23,Warning
23.67,30.83,0,77.82,26.21,Safe
25.87,59.06,0,139.08,114.91,Safe
16.48,89.47,0,44.75,33.66,Safe
26.93,59.72,1,140.12,112.11,Safe
40.01,55.29,1,559.11,456.97,Danger
29.38,31.67,1,133.17,109.94,Safe
31.09,46.11,1,208.67,130.02,Warning
11.84,84.29,0,138.93,112.76,Warning
43.22,38.75,0,257.01,203.79,Danger
19.86,27.19,0,50.52,31.94,Safe
26.05,39.67,0,191.12,144.94,Warning
13.11,52.02,1,607.3,472.66,Warning
15.92,85.13,0,173.49,96.01,Warning
25.33,58.54,0,137.89,114.29,Safe
31.42,50.49,0,476.98,379.2,Danger
42.91,82.2,0,566.32,459.88,Danger
30.94,35.48,0,362.03,256.28,Danger
43.14,30.47,1,466.99,374.15,Danger
43.51,70.66,0,244.84,203.19,Danger
19.6,44.94,0,39.68,68.77,Safe
32.01,25.82,0,347.7,254.34,Danger
20.32,31.87,0,586.03,475.83,Warning
20.19,22.16,0,8.7,16.74,Safe
15.14,61.79,0,34.5,24.79,Safe
10.05,53.96,1,137.73,97.75,Safe
27.17,77.65,1,134.59,60.33,Safe
38.72,8.46,0,361.55,300.39,Danger
13.71,55.53,1,171.12,181.06,Warning
17.4,99.58,0,54.58,51.61,Safe
27.09,38.75,1,132.28,108.37,Safe
34.08,38.53,0,480.52,379.12,Danger
35.45,23.28,0,100.34,75.34,Warning
14.99,91.91,1,19.76,3.59,Safe
11.01,72.85,0,297.66,202.77,Danger
24.84,50.87,0,503.31,365.4,Warning
33.57,20.56,0,506.4,433.67,Danger
27.06,53.89,0,484.77,401.01,Warning
28.4,45.04,0,141.75,65.58,Safe
16.87,1.02,0,28.81,63.27,Safe
37.34,75.35,1,379.09,311.11,Danger
23.1,74.12,0,509.6,429.98,Danger
32.05,7.32,0,441.81,368.87,Danger
27.2,10.1,0,258.5,212.49,Warning
15.67,85.1,0,274.71,204.04,Danger
22.14,2.54,1,337.84,262.41,Warning
29.27,6.1,0,223.64,139.89,Warning
21.57,81.26,0,255.74,196.69,Danger
33.4,20.35,1,503.65,405.0,Warning
32.22,10.63,0,302.98,236.83,Danger
32.31,83.41,0,596.08,481.41,Danger
38.31,94.09,1,30.79,32.81,Warning
30.18,42.12,1,471.18,396.34,Warning
17.57,89.97,0,60.91,10.14,Safe
10.72,68.0,1,129.16,116.23,Safe
13.61,14.5,0,110.53,53.73,Safe
21.71,6.35,0,495.69,361.0,Warning
30.91,20.4,1,127.44,81.47,Safe
19.59,31.85,0,405.82,333.89,Warning
37.14,4.36,1,462.71,372.35,Danger
37.23,63.18,0,28.78,27.84,Warning
28.67,56.41,1,133.62,101.89,Safe
32.97,24.41,0,135.28,69.84,Safe
37.11,85.7,0,581.16,451.08,Danger
25.13,85.11,0,596.9,461.44,Danger
21.41,45.76,1,193.54,131.18,Safe
32.17,54.14,0,508.11,401.93,Danger
22.86,76.26,1,407.42,287.05,Warning
35.38,62.49,1,50.42,33.61,Safe
21.72,69.2,0,59.67,82.48,Safe
20.48,99.67,1,71.9,51.11,Safe
27.63,93.03,0,554.17,438.95,Danger
17.11,42.58,0,124.78,59.39,Safe
10.58,14.13,0,114.7,98.09,Safe
35.78,88.96,0,225.23,190.54,Danger
33.7,82.43,0,276.28,198.58,Danger
20.13,26.73,1,507.43,429.01,Warning
34.79,16.94,1,638.55,478.65,Warning
26.06,8.35,1,14.08,18.88,Safe
14.44,78.11,1,148.61,134.38,Warning
19.85,16.23,0,445.85,357.16,Warning
39.79,28.51,0,454.66,381.56,Danger
34.63,16.81,1,145.49,97.96,Safe
33.53,35.3,1,486.84,406.39,Warning
35.87,51.66,0,405.96,355.45,Danger
20.42,99.93,0,289.96,224.87,Danger
39.03,61.85,0,505.69,430.85,Danger
18.6,48.43,0,159.15,135.37,Warning
14.43,90.32,1,578.06,479.97,Danger
35.14,18.36,1,222.69,134.88,Warning
29.81,79.25,0,136.57,84.99,Safe
20.23,20.39,1,80.1,63.9,Safe
23.19,16.22,1,497.05,415.67,Warning
11.12,85.22,0,412.71,332.5,Danger
15.48,63.62,0,241.91,222.47,Warning
32.05,87.09,0,566.91,455.49,Danger
37.77,28.21,1,268.08,263.08,Danger
12.52,3.0,0,36.6,19.5,Safe
23.4,4.26,1,22.51,21.85,Safe
10.33,80.46,0,561.06,450.6,Danger
19.4,43.0,0,351.67,304.48,Warning
19.55,78.95,0,419.55,321.92,Danger
41.31,3.2,0,32.85,31.83,Warning
33.3,5.02,0,32.62,9.12,Safe
16.34,19.37,0,98.29,90.6,Safe
23.93,45.67,0,403.31,297.09,Warning
16.77,67.51,1,306.22,244.43,Warning
12.35,80.12,0,322.28,237.63,Danger
41.49,48.01,1,227.73,160.42,Danger
36.77,96.2,0,558.46,464.85,Danger
38.26,55.0,0,237.49,194.07,Danger
37.88,51.98,0,389.03,300.81,Danger
18.64,32.37,0,112.38,60.3,Safe
32.58,1.73,0,610.58,484.12,Danger
24.26,79.04,1,95.16,54.17,Safe
25.09,74.61,1,114.98,103.61,Safe
33.93,27.84,1,596.2,480.72,Warning
38.03,70.07,0,432.19,367.68,Danger
15.49,74.06,1,130.74,105.81,Safe
32.08,14.88,0,45.89,1.1,Safe
43.24,21.44,1,134.89,67.36,Safe
14.07,75.52,0,319.67,250.51,Danger
16.19,12.8,0,72.69,26.34,Safe
16.34,9.76,0,122.8,63.97,Safe
19.09,84.41,0,380.07,325.24,Danger
20.91,43.58,1,631.66,479.87,Warning
20.78,40.16,0,458.93,420.44,Warning
35.16,11.77,0,69.39,57.01,Warning
43.54,39.67,0,464.19,357.51,Danger
42.28,60.57,0,454.21,380.59,Danger
35.38,52.83,0,119.9,106.94,Warning
25.21,1.5,0,136.71,121.91,Safe
13.41,31.79,0,6.2,15.78,Safe
11.29,41.11,0,291.89,235.13,Warning
31.92,6.58,0,422.06,338.78,Danger
26.98,30.63,1,146.64,74.36,Safe
31.46,39.01,0,55.19,51.83,Safe
10.0,27.09,0,277.03,215.63,Warning
28.37,10.97,1,286.07,210.73,Warning
16.63,8.76,0,137.23,77.5,Safe
26.53,23.63,0,155.2,113.82,Warning
21.13,46.81,0,461.64,387.72,Warning
10.18,73.65,1,40.28,40.03,Safe
34.38,40.35,0,116.49,53.45,Safe
11.19,74.31,0,52.62,5.57,Safe
26.0,11.09,0,534.32,452.57,Warning
12.18,88.85,0,312.85,238.13,Danger
24.74,72.46,0,256.61,222.31,Danger
16.37,87.64,1,627.7,472.38,Danger
13.55,56.45,0,72.83,53.69,Safe
11.7,78.31,0,554.23,424.48,Danger
10.59,16.74,0,129.59,56.24,Safe
21.03,89.86,0,23.48,28.33,Safe
12.67,18.63,0,70.47,65.0,Safe
30.83,37.6,0,24.27,3.88,Safe
32.17,31.21,0,575.58,474.39,Danger
13.84,62.74,0,455.78,396.04,Warning
28.7,4.72,0,170.96,151.47,Warning
31.04,0.85,1,213.8,126.2,Warning
34.1,43.75,0,223.51,141.62,Warning
34.0,34.14,0,398.69,362.2,Danger
15.4,39.3,0,428.54,307.53,Warning
15.57,64.67,1,175.82,109.89,Safe
31.91,9.67,1,323.08,239.98,Warning
29.83,23.24,0,472.47,383.7,Warning
32.04,91.47,1,73.57,16.06,Warning
11.13,81.4,1,115.68,51.24,Safe
24.77,43.97,0,94.12,74.98,Safe
16.07,79.73,0,227.44,166.39,Danger
20.13,48.59,0,482.44,380.45,Warning
39.1,29.04,0,607.24,481.56,Danger
37.44,45.96,1,59.6,62.12,Safe
40.46,61.75,0,115.61,78.12,Warning
28.74,24.53,1,505.76,390.01,Warning
34.1,69.65,1,394.93,325.45,Danger
26.38,72.31,1,219.61,138.45,Warning
29.27,36.25,0,36.95,16.85,Safe
30.39,57.17,0,626.08,476.7,Danger
22.54,89.44,0,382.83,300.06,Danger
19.05,63.41,1,377.01,301.82,Warning
11.75,36.01,0,388.69,309.94,Warning
27.52,34.5,0,76.68,12.28,Safe
11.67,65.1,0,96.1,62.37,Safe
19.27,68.38,0,427.72,336.17,Danger
32.7,73.2,0,286.08,211.29,Danger
27.37,87.5,0,374.98,260.34,Danger
31.54,52.61,0,497.57,415.9,Danger
14.54,55.4,1,27.75,27.19,Safe
34.33,52.27,0,593.4,493.01,Danger
37.28,12.23,0,213.38,159.29,Danger
38.27,75.29,0,107.88,77.82,Warning
25.42,49.17,0,581.52,464.29,Warning
30.4,43.8,1,392.81,280.52,Warning
17.34,8.92,1,203.22,122.89,Safe
34.09,54.48,1,0.0,6.29,Safe
10.77,59.92,0,413.32,348.35,Warning
39.49,65.7,0,140.48,65.58,Warning
29.8,68.24,0,329.29,282.57,Danger
23.31,0.59,1,272.33,175.88,Warning
43.49,24.19,0,289.26,191.12,Danger
23.73,30.62,0,15.99,8.33,Safe
22.31,64.11,0,83.52,43.77,Safe
21.7,25.04,0,54.06,53.92,Safe
34.05,83.36,0,140.76,95.47,Warning
21.71,76.47,0,142.51,69.64,Warning
19.01,0.88,0,136.13,95.93,Safe
19.27,49.58,0,471.98,386.69,Warning
17.07,72.08,0,31.49,21.91,Safe
43.24,93.16,1,145.87,125.9,Danger
17.79,81.66,0,279.39,230.15,Danger
41.51,24.22,1,587.15,448.54,Danger
42.06,29.91,0,116.37,43.27,Warning
43.78,17.67,0,630.22,485.8,Danger
25.4,29.49,0,454.63,371.87,Warning
16.0,49.99,1,313.98,216.95,Warning
10.5,55.65,1,180.68,127.35,Safe
32.65,64.07,0,137.1,62.68,Safe
27.79,58.15,0,194.04,172.03,Warning
32.2,83.45,0,452.03,340.53,Danger
23.32,31.65,0,77.46,12.14,Safe
30.6,22.71,1,478.93,373.74,Warning
25.05,58.0,0,394.92,327.35,Warning
44.22,6.47,0,649.38,487.6,Danger
36.52,39.11,0,317.31,263.92,Danger
34.55,1.12,1,74.27,30.0,Safe
19.71,54.04,0,37.96,32.93,Safe
15.44,14.47,0,484.63,399.62,Warning
40.75,89.04,0,496.33,407.43,Danger
38.27,19.54,0,477.9,356.26,Danger
27.14,14.86,0,351.62,269.29,Warning
31.37,3.76,0,143.18,90.0,Warning
29.44,61.02,0,77.05,11.29,Safe
26.85,47.89,0,358.69,304.87,Warning
42.51,37.46,0,207.27,119.27,Warning
32.77,32.01,0,35.81,5.27,Safe
12.55,20.36,0,147.81,103.37,Warning
40.11,68.19,0,454.01,368.96,Danger
35.31,27.47,0,462.27,376.85,Danger
29.29,9.71,0,168.68,102.38,Warning
19.91,11.45,0,163.32,96.63,Safe
20.45,60.44,0,257.61,206.21,Warning
13.05,46.69,0,37.68,23.07,Safe
42.32,47.95,0,243.12,155.79,Danger
21.64,63.3,0,93.71,50.21,Safe
44.12,76.7,1,54.02,9.74,Warning
20.1,91.77,1,631.6,494.4,Danger
18.39,41.4,0,69.2,94.45,Safe
40.93,53.09,0,572.4,450.46,Danger
15.54,89.22,0,21.09,18.89,Safe
18.86,34.44,0,125.08,83.61,Safe
14.9,8.02,1,72.64,31.56,Safe
40.34,50.47,1,239.13,198.78,Danger
14.73,95.96,0,13.58,26.49,Safe
19.71,17.96,1,101.14,59.65,Safe
19.54,67.27,0,114.78,51.69,Safe
29.97,39.84,0,107.73,80.82,Safe
26.27,77.94,0,238.07,201.34,Danger
36.85,73.84,0,52.46,19.95,Warning
17.11,94.18,1,394.18,285.58,Danger
35.76,78.71,0,405.05,319.04,Danger
28.01,4.94,1,341.53,289.04,Warning
27.94,39.99,0,171.82,96.53,Safe
15.32,8.37,0,484.97,405.28,Warning
19.24,42.38,1,391.61,329.56,Warning
13.68,32.29,0,412.85,343.8,Warning
25.11,33.52,1,374.73,323.52,Warning
10.08,54.06,1,85.95,42.18,Safe
24.18,34.7,0,149.3,81.35,Safe
33.2,7.38,1,481.68,418.72,Warning
23.46,98.65,0,337.46,275.87,Danger
20.65,49.26,1,79.61,48.6,Safe
31.8,60.73,0,293.2,214.66,Danger
19.1,1.35,0,95.41,32.39,Safe
24.58,63.9,0,360.35,249.02,Warning
11.16,13.35,0,45.89,8.37,Safe
14.06,94.07,0,86.55,70.84,Safe
20.81,11.53,1,55.09,45.85,Safe
26.05,31.36,0,437.43,335.49,Warning
25.48,73.97,1,514.95,382.97,Warning
42.02,29.9,1,484.1,405.35,Danger
37.67,74.92,0,375.75,324.54,Danger
36.38,20.28,1,29.78,1.66,Safe
38.38,61.39,0,237.8,217.05,Danger
23.02,28.9,0,489.88,418.57,Warning
32.97,66.14,1,0.0,7.95,Safe
42.0,63.98,1,211.33,184.28,Warning
38.71,82.44,0,452.26,349.24,Danger
27.52,86.75,0,247.34,190.83,Danger
35.32,2.97,0,190.03,195.38,Danger
43.24,64.34,1,311.57,231.17,Danger
29.82,62.72,0,141.56,78.41,Safe
36.78,43.77,0,264.75,197.56,Danger
36.86,57.66,1,351.07,282.51,Danger
34.06,35.93,0,446.26,344.07,Danger
23.36,55.39,1,34.65,21.12,Safe
37.54,8.58,1,23.41,4.33,Safe
18.3,30.8,0,53.85,15.08,Safe
15.2,24.33,0,430.94,348.65,Warning
37.35,31.89,0,372.01,316.95,Danger
10.54,43.53,1,199.55,123.42,Safe
17.9,15.54,1,99.5,67.25,Safe
36.19,83.1,1,49.21,27.45,Warning
29.99,83.63,0,400.23,328.96,Danger
24.16,49.94,0,72.57,72.69,Safe
37.38,83.57,0,368.41,284.24,Danger
36.69,61.2,0,163.69,133.43,Warning
12.28,26.28,0,627.74,474.33,Warning
31.21,23.05,0,49.76,41.33,Safe
41.6,45.32,1,179.56,147.96,Warning
23.43,67.82,1,367.58,307.77,Warning
27.2,21.88,0,104.18,33.02,Safe
35.95,22.86,0,583.18,469.89,Danger
26.55,6.01,0,446.24,366.25,Warning
23.24,65.78,1,377.29,299.62,Warning
39.7,35.97,1,109.29,46.48,Safe
34.37,13.32,0,466.17,396.59,Danger
27.13,45.6,0,85.72,113.06,Safe
37.63,38.12,1,394.17,294.52,Danger
37.98,99.8,1,330.69,231.84,Danger
33.88,98.67,0,549.39,439.79,Danger
26.6,68.22,0,77.84,57.79,Safe
28.84,48.35,1,314.48,217.79,Warning
20.71,88.87,1,371.87,285.69,Danger
12.39,63.12,1,572.28,460.46,Warning
10.6,78.33,1,122.14,98.0,Safe
43.65,17.39,1,24.57,3.99,Safe
11.73,69.75,0,623.51,493.72,Danger
32.76,78.12,1,392.0,325.88,Danger
44.68,1.49,1,392.03,359.91,Danger
24.2,75.69,0,593.41,494.43,Danger
34.79,25.44,0,527.03,398.95,Danger
34.81,51.44,1,473.6,429.33,Warning
31.49,43.39,0,114.76,85.55,Safe
20.42,6.88,0,454.93,355.49,Warning
41.99,24.98,1,332.41,269.56,Danger
19.75,93.34,0,87.73,76.82,Safe
39.4,9.91,0,356.26,270.5,Danger
20.97,90.18,0,174.06,101.5,Warning
30.15,42.49,0,376.1,311.62,Danger
34.57,8.64,0,338.74,247.76,Danger
36.19,12.99,0,338.95,253.79,Danger
23.18,7.76,0,36.19,28.31,Safe
19.67,14.31,0,544.31,423.89,Warning
28.85,18.27,1,492.42,389.4,Warning
44.98,44.25,0,31.37,20.39,Warning
22.54,91.66,1,594.29,460.56,Danger
36.91,36.34,0,449.26,358.31,Danger
39.38,97.3,0,65.59,55.3,Warning
26.48,53.75,0,443.84,332.05,Warning
27.06,29.2,0,444.77,396.11,Warning
15.64,44.49,1,159.97,85.09,Safe
24.21,71.1,1,221.24,153.69,Warning
38.92,82.26,1,358.56,258.52,Danger
17.01,68.51,0,34.46,39.84,Safe
21.14,81.47,1,256.62,174.63,Danger
30.78,15.63,1,491.41,406.51,Warning
12.64,69.08,0,112.89,58.68,Safe
31.02,34.97,0,50.45,38.74,Safe
37.65,3.49,1,135.96,99.28,Safe
40.05,75.84,1,105.9,94.05,Warning
26.5,86.0,0,10.03,2.79,Safe
19.8,22.56,1,150.29,111.92,Safe
17.13,64.97,0,357.27,264.85,Warning
44.66,3.7,0,337.07,263.9,Danger
17.08,77.46,0,42.86,66.31,Safe
14.7,8.4,0,288.92,222.25,Warning
21.21,22.71,1,104.47,50.41,Safe
43.27,63.81,0,420.24,354.04,Danger
25.98,80.14,1,461.55,333.79,Danger
23.81,29.93,0,48.66,43.88,Safe
16.52,38.27,1,208.28,132.34,Safe
43.71,18.81,1,402.33,344.84,Danger
40.72,3.56,0,395.8,317.25,Danger
36.44,39.27,0,296.76,201.47,Danger
39.97,14.53,0,240.93,194.9,Danger
22.95,30.59,0,503.14,373.8,Warning
22.11,31.36,0,54.99,46.93,Safe
16.95,97.24,0,512.9,375.93,Danger
42.58,86.06,1,334.81,294.32,Danger
35.17,54.71,1,299.88,269.4,Danger
13.49,92.08,0,222.21,191.08,Danger
10.2,77.18,0,99.91,60.3,Safe
31.63,3.72,0,126.29,95.55,Safe
12.74,12.76,0,83.82,35.69,Safe
44.1,13.61,1,202.53,160.33,Warning
23.48,4.8,0,106.47,98.95,Safe
21.05,6.35,0,560.31,446.44,Warning
23.3,31.55,1,0.0,2.75,Safe
24.25,36.34,0,437.4,328.72,Warning
11.51,57.35,0,92.46,80.56,Safe
41.42,48.69,0,561.97,473.3,Danger
45.0,55.49,0,314.87,244.82,Danger
27.71,73.26,0,55.6,49.65,Safe
43.9,73.19,0,259.77,182.68,Danger
33.14,93.37,0,312.76,212.57,Danger
22.19,44.62,0,115.35,42.56,Safe
23.34,56.27,1,491.19,406.85,Warning
39.56,59.5,1,146.67,82.95,Warning
20.6,53.35,0,298.88,251.29,Warning
16.04,57.66,0,395.65,283.44,Warning
11.31,47.44,0,311.43,267.47,Warning
11.83,30.51,0,323.63,270.77,Warning
35.54,66.23,1,365.68,271.14,Danger
30.21,31.21,0,542.41,446.07,Danger
35.89,68.4,0,524.55,393.86,Danger
26.46,0.03,0,118.41,64.92,Safe
32.93,80.54,0,124.03,107.31,Warning
39.23,88.37,0,18.13,18.87,Warning
30.66,86.97,0,546.07,437.1,Danger
11.71,62.58,0,305.92,219.45,Warning
13.72,32.35,0,384.31,311.24,Warning
22.0,64.61,0,248.14,163.15,Warning
35.09,45.18,0,341.03,249.21,Danger
16.66,16.77,0,146.12,74.52,Safe
16.66,63.75,1,493.52,386.73,Warning
25.14,99.51,0,178.34,137.02,Warning
32.91,17.68,1,103.17,73.76,Safe
13.04,63.71,0,29.59,15.35,Safe
32.37,88.67,0,258.4,223.31,Danger
17.21,10.03,0,596.34,458.83,Warning
14.81,86.49,1,59.09,34.08,Safe
14.55,98.36,0,638.66,478.2,Danger
23.87,37.52,0,378.83,271.12,Warning
43.71,45.19,1,344.75,290.77,Danger
26.6,15.31,0,455.05,347.6,Warning
15.71,94.51,0,57.62,39.65,Safe
10.51,90.27,0,0.0,0.75,Safe
44.73,79.57,0,535.83,443.73,Danger
19.29,53.07,1,41.08,20.27,Safe
26.78,86.95,1,224.75,166.48,Danger
28.15,50.59,0,385.55,284.46,Warning
29.15,32.19,0,293.37,200.66,Warning
29.02,49.39,1,563.56,469.28,Warning
22.5,95.81,1,85.45,67.25,Safe
33.57,48.52,0,68.46,35.64,Safe
42.35,79.48,0,202.0,186.57,Danger
20.82,28.01,0,47.72,18.56,Safe
28.31,31.98,0,96.47,66.71,Safe
13.19,67.34,1,75.5,78.88,Safe
37.2,38.28,0,205.77,166.33,Danger
13.89,90.17,0,98.54,69.86,Safe
40.5,52.48,0,394.18,334.82,Danger
44.41,91.46,0,120.62,60.16,Warning
37.11,11.44,0,68.1,27.2,Warning
16.43,58.18,0,257.29,170.8,Warning
24.31,21.51,0,28.86,28.15,Safe
20.49,98.74,0,546.66,426.66,Danger
31.66,48.94,0,294.02,243.61,Danger
26.32,53.91,0,108.08,106.41,Safe
44.24,15.29,1,505.39,382.24,Danger
40.57,82.2,1,188.35,145.81,Danger
16.82,45.75,0,96.36,91.56,Safe
14.31,55.39,0,269.22,209.72,Warning
20.67,70.33,1,501.14,428.96,Warning
20.0,91.65,0,315.88,245.6,Danger
26.55,36.31,0,115.54,60.32,Safe
31.67,29.52,0,145.97,85.44,Warning
12.56,28.75,0,104.51,57.44,Safe
43.44,73.28,0,515.87,399.7,Danger
29.5,0.02,0,63.91,45.45,Safe
29.27,53.12,0,281.84,231.8,Warning
40.36,65.17,0,59.06,23.37,Warning
28.52,34.15,1,126.35,52.05,Safe
31.79,51.07,0,319.25,256.8,Danger
20.59,96.32,0,600.79,488.7,Danger
18.69,81.24,0,131.8,63.75,Safe
11.85,64.23,0,441.78,325.85,Warning
14.13,30.54,0,128.29,91.52,Safe
22.12,56.43,0,392.65,321.75,Warning
22.12,44.44,1,317.99,230.97,Warning
17.97,17.54,0,111.59,71.94,Safe
28.95,88.91,1,463.54,394.64,Danger
17.47,96.7,0,81.94,23.1,Safe
15.43,96.01,0,103.01,91.92,Safe
24.27,1.86,1,75.7,45.01,Safe
37.22,25.74,1,522.44,438.67,Danger
44.02,89.37,0,265.83,234.0,Danger
26.64,57.68,0,53.23,38.09,Safe
12.39,62.41,0,56.4,31.27,Safe
26.47,90.45,0,513.29,395.28,Danger
40.35,98.78,0,461.62,374.08,Danger
36.28,28.93,1,490.87,372.95,Danger
14.86,16.56,0,46.21,38.54,Safe
22.35,5.05,1,319.58,247.45,Warning
15.29,85.3,1,356.34,328.71,Danger
36.37,19.11,1,225.74,178.49,Danger
12.64,65.68,1,47.59,19.8,Safe
30.72,58.97,0,108.65,64.59,Safe
14.64,93.14,1,272.99,178.94,Danger
37.02,25.79,0,320.98,236.63,Danger
18.42,26.75,1,187.26,111.45,Safe
28.75,84.71,0,627.25,489.92,Danger
24.26,24.82,0,435.94,351.56,Warning
18.61,38.53,0,34.64,12.94,Safe
41.94,74.25,1,207.55,138.97,Warning
32.07,51.28,1,525.21,388.52,Warning
40.81,36.19,0,248.46,175.99,Danger
22.5,96.91,0,47.92,77.88,Safe
20.41,34.11,1,391.0,282.07,Warning
40.45,89.44,1,388.67,305.61,Danger
33.93,4.48,0,98.89,31.45,Safe
31.05,1.93,1,187.85,141.14,Warning
42.33,73.24,1,368.92,261.81,Danger
34.41,12.63,0,552.0,434.23,Danger
22.72,54.44,1,227.88,211.53,Warning
38.38,79.63,0,175.86,103.72,Danger
11.44,61.43,1,595.79,454.74,Warning
20.8,31.89,1,119.75,110.37,Safe
31.82,75.86,1,73.29,66.87,Safe
38.75,38.46,0,389.06,290.48,Danger
10.81,10.86,1,76.44,37.18,Safe
14.73,46.17,1,139.44,108.96,Safe
12.48,19.83,0,264.43,242.14,Warning
17.95,84.29,0,520.47,382.75,Danger
13.88,90.03,1,31.03,22.64,Safe
34.48,76.69,0,94.84,83.89,Warning
38.36,17.09,1,453.1,389.18,Danger
35.56,58.17,1,70.18,55.93,Safe
24.6,23.86,0,80.05,12.62,Safe
19.46,67.54,0,546.63,434.27,Danger
20.71,62.53,0,593.05,454.49,Warning
37.0,61.01,1,135.57,109.22,Warning
18.92,35.19,0,361.71,308.9,Warning
21.83,78.94,1,67.65,55.1,Safe
18.86,62.53,1,641.89,485.57,Warning
16.57,51.52,1,114.8,69.04,Safe
37.55,83.97,1,434.3,311.27,Danger
20.97,80.73,1,399.05,302.05,Danger
31.83,23.38,0,146.1,68.15,Warning
11.02,18.96,0,190.68,130.9,Warning
15.13,69.32,0,81.45,33.18,Safe
37.44,92.57,0,442.36,343.36,Danger
