temperature,humidity,motion,gas,aqi,risk_original,risk
44,80,0,541,500,Warning,Danger
21,87,1,1000,500,Danger,Danger
44,64,1,1000,500,Danger,Danger
30,38,1,732,500,Warning,Warning
40,84,1,903,199,Warning,Danger
23,81,0,1000,500,Danger,Danger
26,61,1,895,500,Warning,Warning
30,36,0,553,500,Safe,Danger
26,77,0,1000,500,Warning,Danger
44,88,0,402,500,Warning,Danger
32,87,0,1000,500,Warning,Danger
38,64,1,1000,500,Danger,Danger
44,46,1,1000,500,Danger,Danger
31,79,0,1000,284,Warning,Danger
34,58,0,1000,500,Warning,Danger
39,53,1,1000,500,Danger,Danger
22,71,1,1000,500,Warning,Warning
27,80,0,1000,500,Warning,Danger
31,92,0,1000,500,Danger,Danger
44,75,0,1000,500,Danger,Danger
41,58,0,1000,500,Danger,Danger
34,72,1,1000,500,Danger,Danger
41,95,0,1000,500,Danger,Danger
36,73,0,349,500,Warning,Danger
45,94,1,1000,500,Danger,Danger
35,81,1,1000,500,Danger,Danger
26,77,1,1000,500,Warning,Warning
31,55,1,874,500,Safe,Warning
21,73,1,1000,500,Danger,Warning
32,69,1,1000,500,Warning,Danger
39,39,0,610,500,Warning,Danger
28,39,1,891,500,Warning,Warning
24,53,0,706,500,Warning,Warning
24,56,0,1000,500,Warning,Warning
26,87,0,918,181,Safe,Danger
27,92,0,1000,500,Warning,Danger
33,68,1,1000,500,Warning,Danger
43,70,1,1000,318,Warning,Danger
26,30,0,1000,500,Warning,Warning
37,85,0,1000,500,Danger,Danger
39,63,1,176,500,Warning,Warning
22,53,0,1000,256,Warning,Warning
23,58,1,1000,500,Warning,Warning
43,80,0,1000,478,Warning,Danger
31,37,0,1000,500,Warning,Danger
45,46,1,1000,323,Warning,Danger
24,80,1,1000,371,Warning,Danger
29,75,1,1000,500,Danger,Warning
23,39,0,609,500,Safe,Warning
45,82,0,1000,500,Danger,Danger
24,45,0,1000,500,Warning,Warning
34,70,0,148,500,Warning,Danger
41,81,1,1000,500,Danger,Danger
43,37,0,1000,500,Warning,Danger
35,60,1,1000,500,Warning,Danger
30,31,1,504,500,Warning,Warning
32,70,1,1000,500,Warning,Danger
25,45,0,1000,500,Safe,Warning
35,83,1,1000,201,Warning,Danger
21,80,1,390,269,Safe,Danger
26,72,1,1000,500,Warning,Warning
36,85,1,1000,500,Danger,Danger
39,61,1,1000,500,Danger,Danger
40,90,1,1000,500,Danger,Danger
28,38,1,699,500,Warning,Warning
41,83,1,1000,296,Danger,Danger
25,32,0,1000,500,Warning,Warning
28,92,0,1000,500,Warning,Danger
38,51,1,678,500,Safe,Danger
24,40,0,248,500,Safe,Warning
20,69,0,1000,241,Safe,Danger
40,60,1,139,500,Warning,Warning
44,54,0,1000,409,Warning,Danger
22,79,1,446,442,Safe,Warning
42,46,1,1000,500,Danger,Danger
45,90,0,1000,500,Danger,Danger
33,91,1,1000,500,Danger,Danger
26,57,0,1000,411,Safe,Warning
45,94,0,1000,500,Danger,Danger
21,60,1,1000,500,Warning,Warning
37,45,1,1000,500,Warning,Danger
20,77,1,1000,500,Warning,Warning
32,80,1,1000,500,Warning,Danger
32,33,0,1000,500,Warning,Danger
37,36,0,1000,500,Warning,Danger
44,34,1,978,500,Danger,Danger
31,63,1,1000,500,Warning,Warning
20,51,1,1000,500,Warning,Warning
44,89,1,1000,500,Danger,Danger
21,52,1,547,500,Safe,Warning
22,62,1,1000,500,Warning,Warning
26,68,0,910,287,Safe,Danger
27,82,0,146,500,Safe,Danger
33,43,1,1000,500,Danger,Warning
26,60,1,1000,500,Safe,Warning
37,75,1,1000,500,Danger,Danger
21,68,0,1000,155,Safe,Danger
41,55,0,1000,500,Danger,Danger
35,60,1,1000,500,Danger,Danger
21,39,0,1000,433,Safe,Warning
43,51,0,757,500,Warning,Danger
20,85,1,1000,500,Warning,Danger
21,53,0,1000,500,Warning,Warning
21,87,0,1000,500,Danger,Danger
27,32,1,910,500,Warning,Warning
44,62,1,1000,500,Warning,Danger
23,82,0,1000,500,Warning,Danger
36,83,1,1000,500,Danger,Danger
28,63,1,1000,500,Danger,Warning
23,89,1,1000,500,Danger,Danger
34,67,0,1000,500,Warning,Danger
27,83,1,1000,500,Warning,Danger
24,32,0,1000,500,Warning,Warning
37,63,1,107,500,Warning,Warning
34,52,1,178,500,Warning,Warning
41,91,0,1000,500,Danger,Danger
45,90,1,629,500,Danger,Danger
34,94,0,1000,500,Warning,Danger
39,91,1,1000,500,Danger,Danger
21,73,1,1000,500,Warning,Warning
40,41,0,1000,500,Danger,Danger
27,94,1,1000,500,Warning,Danger
29,87,1,1000,500,Danger,Danger
20,40,0,1000,500,Warning,Warning
20,80,0,1000,500,Warning,Danger
33,59,0,1000,500,Warning,Danger
41,44,1,1000,500,Danger,Danger
23,32,0,1000,452,Warning,Warning
32,42,0,1000,319,Safe,Danger
38,83,1,1000,500,Warning,Danger
37,52,1,1000,500,Warning,Danger
38,45,0,686,500,Warning,Danger
45,36,0,1000,500,Warning,Danger
20,53,1,177,116,Safe,Safe
27,84,0,1000,500,Warning,Danger
20,47,0,1000,500,Warning,Warning
26,63,1,284,237,Safe,Warning
41,89,0,1000,500,Danger,Danger
38,34,0,1000,500,Danger,Danger
27,68,0,170,500,Safe,Warning
38,87,1,456,500,Warning,Danger
41,94,0,1000,500,Danger,Danger
28,54,0,1000,500,Warning,Warning
38,64,1,1000,500,Danger,Danger
30,58,1,1000,500,Warning,Warning
45,78,0,933,500,Warning,Danger
30,74,0,420,500,Warning,Danger
42,36,0,792,500,Warning,Danger
36,62,0,1000,500,Warning,Danger
24,36,1,308,500,Safe,Warning
42,75,0,1000,500,Danger,Danger
41,32,1,1000,500,Danger,Danger
34,53,1,560,500,Safe,Warning
42,88,1,1000,500,Danger,Danger
25,78,1,1000,500,Warning,Warning
21,51,1,705,165,Safe,Warning
43,84,0,1000,500,Danger,Danger
40,56,0,1000,500,Warning,Danger
35,82,0,1000,500,Warning,Danger
36,72,0,1000,500,Warning,Danger
20,92,1,1000,143,Warning,Warning
24,47,0,205,500,Safe,Warning
39,63,1,635,500,Warning,Danger
23,59,1,1000,500,Warning,Warning
28,74,1,528,500,Safe,Warning
31,40,1,1000,500,Warning,Warning
30,39,0,1000,238,Warning,Danger
26,56,0,1000,500,Warning,Warning
38,68,1,142,500,Warning,Danger
31,93,0,1000,500,Danger,Danger
34,46,0,1000,500,Warning,Danger
42,38,0,1000,400,Warning,Danger
43,92,1,202,500,Danger,Danger
36,34,1,1000,500,Warning,Danger
21,77,1,1000,500,Danger,Warning
36,77,0,1000,500,Danger,Danger
36,73,1,1000,500,Warning,Danger
41,52,1,1000,500,Warning,Danger
40,87,1,451,500,Danger,Danger
37,30,0,1000,500,Warning,Danger
39,36,0,1000,500,Warning,Danger
27,86,1,1000,500,Danger,Danger
31,52,0,649,500,Warning,Danger
42,51,0,788,500,Warning,Danger
22,90,0,1000,500,Danger,Danger
25,34,0,489,500,Safe,Warning
22,54,1,1000,500,Warning,Warning
31,85,1,1000,500,Danger,Danger
41,60,0,1000,118,Warning,Danger
23,92,1,622,500,Warning,Danger
20,77,0,943,500,Warning,Danger
23,64,1,1000,500,Danger,Warning
24,33,0,803,500,Warning,Warning
20,75,0,1000,500,Warning,Danger
37,74,0,1000,500,Warning,Danger
32,52,0,1000,230,Safe,Danger
45,30,0,1000,500,Warning,Danger
35,64,0,1000,500,Danger,Danger
43,78,0,1000,500,Warning,Danger
40,58,1,1000,500,Danger,Danger
29,94,1,1000,500,Warning,Danger
31,59,1,1000,500,Warning,Warning
30,71,0,235,500,Safe,Danger
23,73,1,1000,500,Danger,Warning
35,90,1,1000,500,Danger,Danger
27,67,1,1000,500,Warning,Warning
34,89,1,986,500,Warning,Danger
40,56,1,1000,500,Danger,Danger
45,51,1,1000,500,Danger,Danger
31,61,1,1000,500,Warning,Warning
24,60,0,1000,270,Warning,Warning
26,51,1,1000,500,Warning,Warning
33,59,1,1000,489,Warning,Warning
35,59,1,653,500,Warning,Danger
30,41,1,287,239,Safe,Warning
28,75,0,430,500,Safe,Danger
34,52,1,1000,500,Danger,Warning
22,60,1,1000,500,Warning,Warning
23,51,0,1000,500,Safe,Warning
27,45,1,922,500,Warning,Warning
29,71,0,631,500,Warning,Danger
24,39,0,238,500,Safe,Warning
35,44,0,871,500,Warning,Danger
39,78,0,1000,500,Danger,Danger
33,54,1,1000,500,Danger,Warning
37,87,1,1000,500,Danger,Danger
36,82,1,1000,500,Danger,Danger
28,63,0,1000,500,Warning,Warning
26,76,1,1000,500,Warning,Warning
30,59,0,1000,500,Warning,Danger
34,70,0,268,500,Warning,Danger
38,67,0,584,500,Warning,Danger
23,51,1,1000,458,Warning,Warning
35,54,0,1000,500,Danger,Danger
22,40,1,391,500,Warning,Warning
22,70,0,598,500,Safe,Danger
32,32,0,341,500,Safe,Danger
35,93,0,1000,500,Danger,Danger
38,80,1,1000,500,Danger,Danger
22,36,1,1000,500,Warning,Warning
42,88,1,1000,500,Danger,Danger
27,83,1,1000,500,Warning,Danger
45,74,1,1000,500,Danger,Danger
43,38,0,1000,500,Danger,Danger
31,36,0,1000,500,Safe,Danger
38,88,1,1000,500,Danger,Danger
32,41,1,107,500,Safe,Warning
33,74,0,1000,500,Warning,Danger
33,64,1,250,500,Warning,Warning
24,58,1,1000,219,Warning,Warning
34,83,0,1000,500,Danger,Danger
39,43,0,349,500,Warning,Danger
27,58,1,599,385,Safe,Warning
26,41,0,1000,500,Warning,Warning
25,31,1,650,500,Warning,Warning
41,76,1,1000,500,Danger,Danger
31,68,0,1000,500,Safe,Danger
20,66,1,1000,500,Warning,Warning
29,80,0,1000,500,Danger,Danger
34,95,1,1000,500,Warning,Danger
44,63,0,561,500,Warning,Danger
43,88,1,1000,500,Danger,Danger
22,74,0,620,500,Safe,Danger
41,71,1,1000,500,Danger,Danger
22,90,1,657,171,Warning,Danger
36,89,0,1000,500,Danger,Danger
28,43,0,616,500,Safe,Warning
41,80,1,1000,500,Danger,Danger
33,66,0,1000,500,Warning,Danger
32,83,0,931,500,Warning,Danger
30,86,0,1000,500,Danger,Danger
34,80,1,1000,500,Danger,Danger
32,86,1,1000,500,Warning,Danger
36,94,0,1000,500,Danger,Danger
28,83,0,608,500,Safe,Danger
24,57,0,1000,500,Warning,Warning
35,88,1,1000,500,Danger,Danger
31,56,1,1000,500,Warning,Warning
36,74,1,1000,500,Danger,Danger
33,73,0,1000,500,Warning,Danger
45,90,0,644,348,Warning,Danger
33,81,0,1000,500,Warning,Danger
29,44,0,1000,500,Warning,Warning
24,48,1,1000,500,Warning,Warning
26,79,0,1000,500,Warning,Danger
35,68,0,328,500,Warning,Danger
29,57,0,1000,500,Safe,Warning
27,30,0,1000,295,Safe,Warning
32,76,1,864,107,Safe,Warning
29,58,0,1000,500,Warning,Warning
25,93,1,1000,500,Danger,Danger
41,70,1,1000,500,Danger,Danger
25,31,0,1000,500,Warning,Warning
37,61,0,479,500,Warning,Danger
21,83,0,1000,500,Warning,Danger
37,88,1,1000,500,Danger,Danger
45,90,0,1000,500,Danger,Danger
45,37,0,1000,500,Warning,Danger
45,62,0,1000,500,Warning,Danger
25,91,1,105,293,Safe,Warning
28,34,1,1000,500,Warning,Warning
25,84,1,1000,500,Warning,Danger
31,57,0,1000,500,Warning,Danger
21,42,1,467,500,Safe,Warning
22,36,0,1000,500,Warning,Warning
42,63,1,1000,277,Warning,Danger
25,38,1,1000,500,Warning,Warning
21,68,0,1000,500,Warning,Danger
29,52,1,1000,385,Safe,Warning
24,62,0,260,500,Safe,Warning
33,75,0,1000,500,Warning,Danger
42,85,1,1000,122,Danger,Danger
43,58,1,1000,500,Warning,Danger
25,90,0,1000,500,Warning,Danger
35,48,0,1000,500,Warning,Danger
44,73,1,544,500,Warning,Danger
39,42,0,1000,377,Warning,Danger
32,45,1,1000,500,Danger,Warning
44,50,0,1000,500,Danger,Danger
27,87,0,1000,500,Danger,Danger
23,56,1,1000,500,Safe,Warning
38,40,0,1000,500,Danger,Danger
20,94,0,1000,500,Danger,Danger
39,60,1,1000,101,Warning,Warning
28,37,1,374,215,Safe,Warning
26,35,0,668,500,Warning,Warning
36,41,0,1000,500,Warning,Danger
28,47,0,167,500,Safe,Warning
37,49,1,1000,324,Warning,Danger
40,41,1,1000,500,Danger,Danger
33,40,1,1000,317,Warning,Warning
23,82,1,1000,500,Warning,Danger
28,33,1,1000,500,Warning,Warning
44,48,1,666,500,Warning,Danger
27,90,1,1000,500,Warning,Danger
23,66,0,1000,500,Warning,Danger
35,73,0,1000,500,Danger,Danger
29,73,0,1000,500,Warning,Danger
22,62,0,1000,500,Warning,Warning
41,48,1,1000,500,Warning,Danger
44,39,0,1000,500,Danger,Danger
42,41,0,1000,500,Warning,Danger
24,72,1,1000,500,Warning,Warning
26,78,0,914,500,Warning,Danger
31,46,1,1000,500,Warning,Warning
39,67,0,270,500,Warning,Danger
38,54,1,1000,500,Warning,Danger
43,73,0,1000,500,Danger,Danger
36,88,0,540,500,Warning,Danger
43,46,0,746,500,Warning,Danger
31,41,1,1000,500,Warning,Warning
42,76,1,1000,500,Danger,Danger
23,83,0,1000,500,Warning,Danger
39,83,1,1000,500,Danger,Danger
22,91,0,511,500,Warning,Danger
38,32,0,473,500,Warning,Danger
34,60,0,1000,500,Warning,Danger
43,30,1,190,500,Warning,Warning
28,86,1,1000,500,Danger,Danger
30,53,0,1000,468,Safe,Danger
28,53,0,1000,500,Warning,Warning
30,45,0,1000,500,Safe,Danger
28,35,0,1000,500,Safe,Warning
21,73,1,1000,500,Danger,Warning
43,94,0,1000,500,Warning,Danger
22,94,1,1000,500,Warning,Danger
21,66,0,1000,500,Warning,Danger
43,52,0,1000,500,Warning,Danger
32,65,1,1000,500,Danger,Danger
38,50,1,1000,500,Danger,Danger
33,51,0,776,149,Warning,Warning
26,63,0,1000,500,Warning,Warning
37,53,0,588,293,Safe,Danger
23,36,0,1000,500,Warning,Warning
21,63,1,1000,500,Warning,Warning
35,53,1,1000,420,Warning,Danger
24,82,1,1000,500,Warning,Danger
39,34,0,1000,500,Danger,Danger
41,46,1,1000,500,Warning,Danger
34,86,0,1000,500,Warning,Danger
28,44,0,1000,500,Warning,Warning
39,47,0,1000,308,Warning,Danger
35,73,0,1000,500,Danger,Danger
43,33,1,923,500,Warning,Danger
21,60,1,682,422,Safe,Warning
39,64,1,1000,500,Danger,Danger
42,85,1,1000,500,Danger,Danger
32,43,1,1000,500,Warning,Warning
33,84,1,693,500,Warning,Danger
40,82,1,576,197,Warning,Danger
40,90,1,1000,500,Danger,Danger
32,93,1,730,500,Warning,Danger
41,84,0,1000,500,Danger,Danger
43,63,1,1000,500,Warning,Danger
23,86,1,1000,499,Danger,Danger
39,70,0,586,500,Warning,Danger
28,35,0,1000,500,Warning,Warning
32,58,0,1000,500,Warning,Danger
28,57,0,1000,500,Warning,Warning
36,89,1,1000,500,Danger,Danger
36,44,1,1000,500,Danger,Danger
31,77,1,1000,500,Danger,Danger
29,94,0,852,500,Warning,Danger
31,55,0,1000,500,Warning,Danger
30,79,1,1000,500,Danger,Danger
27,51,0,1000,500,Warning,Warning
20,88,1,1000,500,Danger,Danger
27,58,1,1000,500,Warning,Warning
36,34,1,1000,500,Warning,Danger
23,63,1,1000,108,Safe,Warning
29,94,1,1000,500,Warning,Danger
24,82,1,1000,500,Danger,Danger
36,86,1,1000,500,Danger,Danger
36,89,0,1000,500,Danger,Danger
28,90,0,1000,500,Warning,Danger
20,69,0,1000,500,Warning,Danger
25,80,0,1000,500,Danger,Danger
38,83,0,1000,500,Warning,Danger
31,55,0,1000,500,Warning,Danger
43,36,0,1000,500,Warning,Danger
28,51,0,1000,500,Warning,Warning
37,72,1,1000,500,Danger,Danger
44,83,1,1000,500,Danger,Danger
39,83,1,456,414,Warning,Danger
32,35,1,1000,500,Warning,Warning
41,87,1,557,500,Danger,Danger
36,49,1,682,500,Warning,Danger
28,30,1,927,500,Warning,Warning
34,30,0,310,500,Warning,Danger
41,46,1,1000,500,Danger,Danger
39,82,0,1000,500,Danger,Danger
21,34,0,1000,500,Warning,Warning
33,33,1,1000,500,Warning,Warning
44,31,0,1000,500,Warning,Danger
44,62,1,532,500,Warning,Danger
38,54,1,1000,500,Danger,Danger
38,57,1,1000,500,Warning,Danger
23,54,0,710,500,Safe,Warning
32,42,0,1000,500,Warning,Danger
44,61,1,787,500,Warning,Danger
41,45,0,1000,500,Warning,Danger
23,55,0,1000,500,Warning,Warning
44,91,1,1000,500,Danger,Danger
31,49,1,1000,500,Danger,Warning
21,95,0,1000,500,Warning,Danger
21,53,1,1000,500,Warning,Warning
32,52,0,789,500,Safe,Danger
38,72,0,419,259,Warning,Danger
33,59,0,1000,500,Warning,Danger
37,38,1,1000,500,Warning,Danger
20,37,0,685,500,Safe,Warning
41,37,0,1000,500,Danger,Danger
30,64,0,1000,500,Warning,Danger
36,44,1,1000,500,Warning,Danger
21,76,0,951,500,Warning,Danger
22,62,0,1000,500,Warning,Warning
36,33,1,1000,500,Danger,Danger
37,87,0,1000,500,Warning,Danger
24,84,0,407,500,Warning,Danger
22,86,1,1000,500,Danger,Danger
24,47,0,886,500,Warning,Warning
44,61,1,1000,500,Warning,Danger
34,68,0,1000,500,Danger,Danger
35,47,0,1000,500,Danger,Danger
28,93,0,412,500,Warning,Danger
36,77,0,1000,500,Danger,Danger
45,30,0,812,500,Warning,Danger
45,65,0,1000,500,Danger,Danger
24,68,0,1000,500,Warning,Danger
21,61,1,1000,500,Warning,Warning
27,52,1,1000,500,Danger,Warning
24,73,0,1000,500,Warning,Danger
23,81,0,970,500,Safe,Danger
32,56,1,1000,500,Warning,Warning
20,83,1,1000,500,Warning,Danger
20,95,1,1000,305,Warning,Danger
27,35,1,390,340,Safe,Warning
24,71,0,1000,500,Warning,Danger
30,72,1,831,500,Warning,Danger
36,60,0,1000,500,Warning,Danger
29,74,0,1000,500,Warning,Danger
31,67,0,1000,500,Warning,Danger
45,48,0,1000,500,Warning,Danger
23,40,0,670,500,Warning,Warning
27,65,0,157,500,Safe,Warning
37,92,0,1000,500,Warning,Danger
39,52,0,1000,500,Warning,Danger
37,54,0,1000,500,Warning,Danger
20,61,0,132,500,Safe,Warning
23,83,1,952,500,Warning,Danger
38,64,1,1000,500,Danger,Danger
43,69,0,1000,500,Danger,Danger
35,48,1,750,500,Danger,Danger
41,93,0,1000,394,Warning,Danger
31,52,0,1000,500,Warning,Danger
34,41,0,1000,500,Warning,Danger
40,89,0,1000,500,Danger,Danger
30,51,0,1000,500,Warning,Danger
26,37,1,1000,500,Warning,Warning
39,88,1,143,500,Danger,Danger
22,77,0,995,267,Safe,Danger
20,48,1,1000,500,Danger,Warning
33,89,0,1000,500,Danger,Danger
28,90,0,1000,500,Danger,Danger
33,74,0,673,500,Warning,Danger
43,39,0,1000,500,Warning,Danger
22,49,1,1000,500,Warning,Warning
39,53,1,1000,500,Warning,Danger
43,34,0,1000,500,Danger,Danger
26,37,1,1000,500,Warning,Warning
27,39,1,1000,500,Warning,Warning
22,69,1,1000,500,Warning,Warning
20,44,0,124,500,Warning,Warning
35,72,1,848,500,Warning,Danger
33,82,0,417,500,Warning,Danger
30,70,1,356,500,Warning,Danger
40,63,1,525,500,Warning,Danger
40,60,0,1000,500,Warning,Danger
40,34,1,1000,365,Warning,Danger
37,81,1,1000,500,Warning,Danger
37,69,0,1000,276,Warning,Danger
22,59,1,902,500,Warning,Warning
37,39,0,850,500,Safe,Danger
39,50,0,1000,379,Warning,Danger
42,93,1,701,500,Danger,Danger
34,84,0,1000,500,Warning,Danger
21,42,0,1000,500,Warning,Warning
33,46,1,377,190,Safe,Warning
38,75,0,1000,500,Danger,Danger
27,72,0,1000,500,Warning,Danger
33,30,1,1000,500,Warning,Warning
45,34,1,1000,500,Danger,Danger
23,55,0,341,500,Safe,Warning
29,49,0,1000,500,Warning,Warning
28,63,1,1000,500,Warning,Warning
23,90,0,1000,500,Warning,Danger
26,69,1,1000,500,Warning,Warning
22,58,0,1000,500,Warning,Warning
39,80,0,1000,500,Warning,Danger
31,33,0,1000,500,Warning,Danger
28,39,1,1000,500,Warning,Warning
34,61,1,548,500,Warning,Warning
36,75,0,950,500,Warning,Danger
20,53,1,845,461,Safe,Warning
44,59,1,1000,500,Danger,Danger
24,94,0,1000,500,Warning,Danger
36,43,0,1000,500,Danger,Danger
23,50,0,1000,500,Safe,Warning
33,40,0,1000,500,Warning,Danger
27,47,1,1000,500,Warning,Warning
45,62,1,581,500,Warning,Danger
41,84,1,1000,500,Danger,Danger
33,78,0,459,170,Safe,Danger
40,85,0,1000,108,Warning,Danger
42,34,0,1000,500,Warning,Danger
30,85,0,1000,500,Warning,Danger
37,86,0,1000,500,Danger,Danger
22,78,1,1000,500,Danger,Warning
39,58,1,1000,500,Danger,Danger
23,82,0,933,500,Warning,Danger
42,83,0,1000,500,Danger,Danger
36,65,1,770,500,Warning,Danger
24,33,1,1000,500,Warning,Warning
28,93,1,1000,500,Danger,Danger
43,65,1,468,500,Warning,Danger
26,88,0,1000,238,Warning,Danger
28,49,1,150,500,Safe,Warning
45,72,0,707,500,Warning,Danger
44,66,0,1000,500,Danger,Danger
41,93,0,1000,500,Warning,Danger
42,82,0,1000,500,Warning,Danger
22,85,1,1000,500,Danger,Danger
38,58,0,1000,500,Danger,Danger
32,78,1,1000,500,Warning,Danger
20,64,1,1000,500,Warning,Warning
41,77,0,932,500,Warning,Danger
25,58,0,1000,500,Warning,Warning
44,48,0,1000,500,Danger,Danger
24,72,1,1000,182,Warning,Warning
36,76,1,1000,500,Warning,Danger
25,83,1,1000,500,Warning,Danger
39,68,1,1000,500,Danger,Danger
26,37,0,1000,500,Warning,Warning
38,70,1,1000,500,Danger,Danger
36,63,0,1000,500,Warning,Danger
24,46,1,988,500,Warning,Warning
44,61,0,1000,500,Warning,Danger
35,84,0,1000,500,Warning,Danger
26,44,0,1000,500,Warning,Warning
20,75,1,1000,249,Warning,Warning
28,31,0,1000,500,Warning,Warning
23,73,1,1000,500,Warning,Warning
31,39,1,327,500,Safe,Warning
34,83,0,1000,500,Warning,Danger
34,48,1,1000,500,Danger,Warning
39,46,0,592,500,Warning,Danger
26,44,1,1000,500,Warning,Warning
23,75,1,913,500,Warning,Warning
42,56,1,1000,500,Danger,Danger
28,89,0,1000,500,Warning,Danger
40,81,1,667,500,Warning,Danger
43,40,0,202,500,Warning,Danger
26,86,1,1000,500,Warning,Danger
29,39,0,1000,500,Warning,Warning
38,45,0,924,500,Warning,Danger
38,88,0,471,323,Warning,Danger
36,30,0,1000,500,Warning,Danger
26,60,0,762,500,Safe,Warning
43,58,1,1000,500,Danger,Danger
42,53,0,467,500,Warning,Danger
42,36,1,1000,500,Warning,Danger
36,38,0,1000,500,Warning,Danger
32,55,1,1000,500,Warning,Warning
23,77,1,1000,496,Warning,Warning
27,67,0,1000,500,Warning,Danger
24,69,1,1000,500,Warning,Warning
28,45,1,1000,500,Warning,Warning
24,89,0,1000,500,Warning,Danger
20,59,1,1000,247,Warning,Warning
32,40,0,1000,500,Safe,Danger
36,71,0,761,500,Warning,Danger
29,81,1,1000,168,Warning,Danger
22,38,1,738,500,Safe,Warning
25,82,1,1000,500,Warning,Danger
44,81,0,1000,483,Warning,Danger
30,52,0,923,500,Warning,Danger
42,48,1,1000,500,Warning,Danger
42,35,0,1000,500,Danger,Danger
32,85,0,1000,500,Warning,Danger
26,69,1,1000,500,Warning,Warning
25,36,0,1000,500,Warning,Warning
36,46,1,1000,500,Warning,Danger
22,59,0,1000,500,Warning,Warning
26,67,1,1000,500,Warning,Warning
25,94,0,1000,500,Warning,Danger
31,46,0,1000,500,Warning,Danger
26,78,0,1000,458,Warning,Danger
27,86,0,1000,500,Warning,Danger
39,61,1,1000,500,Danger,Danger
22,53,0,629,500,Safe,Warning
31,84,1,1000,265,Warning,Danger
27,30,1,167,222,Safe,Warning
20,82,1,514,500,Warning,Danger
24,54,0,1000,500,Safe,Warning
30,70,0,1000,500,Warning,Danger
32,80,0,706,486,Safe,Danger
30,65,1,1000,500,Warning,Danger
29,55,1,1000,500,Warning,Warning
41,49,1,1000,500,Danger,Danger
38,66,0,460,500,Warning,Danger
25,43,1,1000,500,Warning,Warning
27,37,1,1000,500,Warning,Warning
29,69,0,1000,500,Warning,Danger
23,86,1,1000,500,Danger,Danger
35,61,0,1000,279,Warning,Danger
30,93,1,965,500,Warning,Danger
42,93,0,1000,500,Danger,Danger
38,86,1,1000,500,Danger,Danger
21,92,0,1000,500,Danger,Danger
41,40,1,1000,500,Danger,Danger
33,61,0,752,500,Warning,Danger
21,61,1,1000,156,Warning,Warning
36,42,0,1000,500,Danger,Danger
45,44,0,1000,500,Warning,Danger
25,45,1,1000,500,Warning,Warning
28,80,0,1000,500,Warning,Danger
40,39,0,987,500,Warning,Danger
40,85,0,1000,130,Warning,Danger
44,30,1,1000,500,Danger,Danger
41,32,0,944,385,Warning,Danger
20,52,0,1000,500,Warning,Warning
35,64,0,1000,500,Warning,Danger
33,36,1,625,453,Safe,Warning
34,79,0,1000,500,Danger,Danger
26,60,1,1000,500,Warning,Warning
42,60,1,1000,500,Warning,Danger
45,88,0,1000,500,Danger,Danger
23,48,0,1000,500,Warning,Warning
40,44,1,583,500,Warning,Danger
33,46,1,427,500,Safe,Warning
37,87,0,1000,500,Danger,Danger
37,44,0,1000,500,Danger,Danger
44,31,0,1000,500,Warning,Danger
21,39,0,1000,289,Warning,Warning
39,84,0,750,500,Warning,Danger
28,45,0,1000,500,Warning,Warning
44,62,1,1000,500,Danger,Danger
20,58,0,1000,500,Warning,Warning
28,79,0,1000,500,Warning,Danger
26,84,1,1000,500,Warning,Danger
20,63,0,1000,500,Warning,Warning
24,46,1,1000,500,Warning,Warning
24,85,0,1000,500,Danger,Danger
44,86,0,1000,500,Danger,Danger
44,75,0,1000,500,Danger,Danger
43,84,1,1000,500,Danger,Danger
38,81,1,1000,500,Warning,Danger
29,83,1,1000,500,Warning,Danger
32,32,1,1000,500,Warning,Warning
32,44,1,1000,500,Warning,Warning
25,91,1,1000,500,Danger,Danger
38,48,0,1000,500,Danger,Danger
22,94,1,405,500,Warning,Danger
32,76,1,958,500,Warning,Danger
25,38,1,1000,406,Warning,Warning
32,53,0,182,500,Safe,Warning
37,60,1,839,500,Warning,Danger
38,73,1,1000,500,Danger,Danger
29,84,0,1000,500,Warning,Danger
40,50,1,1000,500,Warning,Danger
42,75,0,1000,500,Danger,Danger
20,72,0,1000,500,Warning,Danger
25,46,0,1000,500,Safe,Warning
38,85,1,762,500,Warning,Danger
21,41,1,1000,500,Danger,Warning
35,48,1,1000,500,Warning,Danger
29,41,1,925,500,Warning,Warning
24,59,1,1000,500,Warning,Warning
26,71,0,1000,500,Warning,Danger
22,90,0,424,500,Warning,Danger
37,45,1,1000,500,Warning,Danger
41,57,1,1000,500,Warning,Danger
31,84,0,1000,500,Warning,Danger
41,35,1,1000,500,Warning,Danger
40,38,1,646,500,Warning,Danger
28,41,1,1000,490,Warning,Warning
24,45,0,1000,500,Danger,Warning
29,62,1,1000,500,Safe,Warning
26,94,0,1000,500,Warning,Danger
26,39,0,930,500,Warning,Warning
35,71,0,1000,500,Warning,Danger
25,31,1,1000,500,Warning,Warning
32,95,1,1000,500,Danger,Danger
29,42,0,1000,500,Warning,Warning
27,69,0,451,256,Safe,Danger
35,45,1,1000,500,Danger,Danger
32,65,1,1000,500,Warning,Danger
33,63,0,1000,500,Warning,Danger
21,59,0,1000,500,Warning,Warning
23,35,0,1000,500,Warning,Warning
40,77,1,160,500,Warning,Danger
39,80,1,1000,500,Danger,Danger
43,66,1,1000,487,Warning,Danger
33,47,0,1000,392,Warning,Danger
43,45,1,1000,500,Danger,Danger
